transaction_id,amount,transaction_date,hour,home_country,tx_country,alert_reason
2199,149750.23,2024-09-11 09:16:30,9,Russia,Russia,High amount
12053,149714.68,2024-09-30 17:59:42,17,Russia,Russia,High amount
18616,149707.73,2024-06-24 06:27:09,6,Russia,Russia,High amount
16121,149681.75,2024-10-15 07:26:45,7,Russia,Russia,High amount
25474,149644.38,2024-04-27 17:22:48,17,Russia,Russia,High amount
15219,149640.91,2024-09-14 16:51:42,16,Russia,Russia,High amount
24797,149619.79,2024-07-15 05:19:58,5,Russia,Russia,High amount
8938,149611.63,2024-01-16 02:29:42,2,Russia,Russia,High amount
3585,149611.49,2024-11-27 21:23:49,21,Russia,Russia,High amount
25575,149604.66,2024-05-23 17:28:39,17,Russia,Russia,High amount
571,149599.5,2024-03-29 00:38:23,0,Russia,Russia,High amount
10243,149583.98,2024-12-04 22:19:35,22,Russia,Russia,High amount
26613,149579.39,2024-05-09 05:26:48,5,Russia,Russia,High amount
27556,149567.64,2024-03-10 15:58:14,15,Russia,Russia,High amount
14358,149537.63,2024-12-09 19:33:21,19,Russia,Russia,High amount
985,149537.33,2024-09-10 10:13:41,10,Russia,Russia,High amount
27879,149511.61,2024-07-17 00:25:09,0,Russia,Russia,High amount
740,149502.02,2024-01-17 22:15:38,22,Russia,Russia,High amount
4922,149500.35,2024-09-08 07:18:47,7,Russia,Бутан,High amount
8683,149499.98,2024-12-16 21:37:41,21,Russia,Russia,High amount
5124,149477.79,2024-02-11 15:37:42,15,Russia,Russia,High amount
609,149477.76,2024-02-03 17:36:51,17,Russia,Russia,High amount
18431,149444.99,2024-06-05 19:16:11,19,Russia,Russia,High amount
2812,149441.29,2024-07-13 16:06:07,16,Russia,Russia,High amount
25086,149410.29,2024-09-22 06:22:08,6,Russia,Russia,High amount
1525,149345.13,2024-11-06 11:55:51,11,Russia,Russia,High amount
28984,149344.99,2024-09-25 20:00:43,20,Russia,Russia,High amount
22573,149335.68,2024-11-22 17:22:01,17,Russia,Russia,High amount
21786,149310.47,2024-08-09 02:37:21,2,Russia,Russia,High amount
3593,149301.41,2024-07-19 19:08:55,19,Russia,Russia,High amount
26222,149249.06,2024-02-06 07:04:57,7,Russia,Russia,High amount
26362,149226.05,2024-06-17 11:39:08,11,Russia,Russia,High amount
11449,149201.58,2024-11-20 23:08:10,23,Russia,Russia,High amount
10815,149090.12,2024-09-13 01:39:57,1,Russia,Russia,High amount
17247,148990.37,2024-01-10 17:48:59,17,Russia,Russia,High amount
23759,148955.03,2024-09-18 13:33:17,13,Russia,Russia,High amount
6706,148905.01,2024-06-02 12:22:06,12,Russia,Russia,High amount
8297,148900.72,2024-11-17 19:07:44,19,Russia,Russia,High amount
10380,148895.22,2024-09-19 02:23:45,2,Russia,Russia,High amount
18488,148851.68,2024-06-17 17:09:38,17,Russia,Russia,High amount
8957,148831.21,2024-02-23 05:00:57,5,Russia,Russia,High amount
13447,148813.41,2024-11-26 16:10:21,16,Russia,Russia,High amount
16845,148778.84,2024-08-25 21:51:17,21,Russia,Russia,High amount
15130,148645.96,2024-03-11 19:56:15,19,Russia,Russia,High amount
17608,148605.23,2024-01-29 00:24:57,0,Russia,Russia,High amount
29,148571.52,2024-11-28 00:59:38,0,Russia,Russia,High amount
8635,148530.88,2024-05-12 07:59:14,7,Russia,Russia,High amount
6387,148525.64,2024-07-03 09:25:54,9,Russia,Russia,High amount
4142,148486.69,2024-05-05 05:59:37,5,Russia,Russia,High amount
27828,148464.64,2024-03-25 10:37:31,10,Russia,Russia,High amount
21947,148452.88,2024-08-30 13:16:23,13,Russia,Russia,High amount
7124,148438.98,2024-12-20 03:56:35,3,Russia,Russia,High amount
3211,148434.96,2024-04-20 16:33:23,16,Russia,Russia,High amount
7038,148432.76,2024-04-27 13:40:03,13,Russia,Russia,High amount
11912,148316.67,2024-09-29 05:23:47,5,Russia,Russia,High amount
8329,148298.3,2024-10-30 02:03:43,2,Russia,Russia,High amount
26414,148285.18,2024-01-05 14:39:30,14,Russia,Russia,High amount
9490,148285.08,2024-12-09 09:09:58,9,Russia,Бутан,High amount
25011,148257.5,2024-12-04 01:27:20,1,Russia,Russia,High amount
27854,148238.68,2024-03-20 05:48:54,5,Russia,Russia,High amount
3753,148218.81,2024-07-29 00:39:10,0,Russia,Russia,High amount
26340,148204.25,2024-05-12 04:16:07,4,Russia,Russia,High amount
1804,148146.11,2024-03-12 00:57:55,0,Russia,Russia,High amount
20452,148144.97,2024-01-23 13:46:38,13,Russia,Russia,High amount
6785,148064.6,2024-04-04 08:30:36,8,Russia,Russia,High amount
20531,148028.29,2024-08-17 02:28:35,2,Russia,Бутан,High amount
9989,148025.16,2024-05-07 09:33:51,9,Russia,Russia,High amount
15916,147968.64,2024-05-22 21:54:28,21,Russia,Russia,High amount
9862,147926.1,2024-02-20 07:50:52,7,Russia,Russia,High amount
4621,147899.3,2024-04-11 02:19:10,2,Russia,Russia,High amount
21889,147861.7,2024-01-27 02:06:57,2,Russia,Russia,High amount
29977,147837.51,2024-02-19 22:40:44,22,Russia,Russia,High amount
25018,147817.78,2024-07-26 02:03:23,2,Russia,Венгрия,High amount
18301,147792.5,2024-06-25 11:34:57,11,Russia,Russia,High amount
16000,147727.64,2024-09-10 21:33:55,21,Russia,Russia,High amount
14876,147710.1,2024-01-11 10:51:51,10,Russia,Russia,High amount
27882,147708.26,2024-10-09 16:42:43,16,Russia,Russia,High amount
2962,147700.26,2024-05-31 16:12:11,16,Russia,Russia,High amount
25209,147675.43,2024-03-14 19:34:55,19,Russia,Russia,High amount
4123,147656.67,2024-09-30 12:55:54,12,Russia,Russia,High amount
15917,147642.71,2024-11-26 15:42:11,15,Russia,Russia,High amount
9884,147619.66,2024-03-04 12:55:19,12,Russia,Венгрия,High amount
5637,147610.46,2024-03-27 07:45:00,7,Russia,Russia,High amount
8068,147606.96,2024-12-21 08:31:48,8,Russia,Russia,High amount
24028,147606.32,2024-08-25 02:44:29,2,Russia,Russia,High amount
26776,147590.23,2024-01-22 19:20:09,19,Russia,Russia,High amount
28433,147561.04,2024-12-17 09:55:56,9,Russia,Russia,High amount
1072,147544.4,2024-01-11 07:08:14,7,Russia,Russia,High amount
18779,147539.85,2024-08-02 01:38:52,1,Russia,Финляндия,High amount
12302,147384.44,2024-11-27 12:40:19,12,Russia,Бутан,High amount
454,147376.34,2024-03-12 06:12:18,6,Russia,Russia,High amount
268,147360.83,2024-01-11 21:36:08,21,Russia,Russia,High amount
10324,147345.7,2024-06-26 13:19:51,13,Russia,Russia,High amount
8836,147312.02,2024-01-07 01:18:11,1,Russia,Russia,High amount
7019,147276.91,2024-08-27 06:15:14,6,Russia,Russia,High amount
559,147262.12,2024-01-27 14:32:36,14,Russia,Russia,High amount
19031,147226.88,2024-10-17 19:45:53,19,Russia,Russia,High amount
16935,147197.57,2024-01-18 06:59:45,6,Russia,Russia,High amount
5450,147147.74,2024-09-13 05:25:15,5,Russia,Russia,High amount
9727,147139.14,2024-04-08 11:04:31,11,Russia,Russia,High amount
9248,147134.01,2024-10-11 18:17:47,18,Russia,Russia,High amount
4832,147103.08,2024-07-29 00:51:07,0,Russia,Russia,High amount
3566,147071.48,2024-12-12 02:48:57,2,Russia,Russia,High amount
9330,146995.22,2024-08-29 03:16:18,3,Russia,Russia,High amount
15164,146975.47,2024-08-17 09:29:23,9,Russia,Russia,High amount
3363,146967.35,2024-08-21 01:46:33,1,Russia,Russia,High amount
12696,146901.63,2024-03-24 23:35:48,23,Russia,Russia,High amount
26674,146875.08,2024-01-07 05:43:38,5,Russia,Russia,High amount
14979,146837.28,2024-05-16 15:37:41,15,Russia,Russia,High amount
7040,146831.02,2024-08-03 14:51:07,14,Russia,Russia,High amount
9964,146815.98,2024-08-16 00:41:11,0,Russia,Russia,High amount
21752,146746.04,2024-10-24 21:29:41,21,Russia,Russia,High amount
5494,146514.16,2024-04-03 16:27:36,16,Russia,Russia,High amount
9661,146507.0,2024-05-22 12:11:22,12,Russia,Russia,High amount
24136,146498.86,2024-05-02 04:27:57,4,Russia,Russia,High amount
5090,146469.58,2024-07-29 12:43:48,12,Russia,Russia,High amount
22460,146417.14,2024-07-27 11:56:08,11,Russia,Russia,High amount
20649,146416.71,2024-04-10 02:21:50,2,Russia,Russia,High amount
25633,146416.25,2024-02-20 14:22:52,14,Russia,Russia,High amount
28053,146384.81,2024-01-14 18:33:06,18,Russia,Джибути,High amount
674,146330.16,2024-04-10 17:05:24,17,Russia,Russia,High amount
5314,146320.38,2024-07-16 02:33:23,2,Russia,Russia,High amount
15469,146296.15,2024-12-19 21:50:02,21,Russia,Russia,High amount
1063,146293.73,2024-07-30 18:09:36,18,Russia,Финляндия,High amount
5322,146266.96,2024-11-11 00:28:48,0,Russia,Бутан,High amount
26892,146216.97,2024-01-14 20:42:02,20,Russia,Russia,High amount
26917,146157.29,2024-05-30 18:17:12,18,Russia,Russia,High amount
23027,146137.57,2024-04-01 02:14:58,2,Russia,Финляндия,High amount
15016,146099.09,2024-04-09 07:34:02,7,Russia,Russia,High amount
24063,146055.63,2024-06-12 18:26:43,18,Russia,Russia,High amount
11978,146048.38,2024-01-10 02:48:45,2,Russia,Russia,High amount
4051,146031.05,2024-01-20 13:19:35,13,Russia,Russia,High amount
2799,146023.9,2024-10-31 07:04:53,7,Russia,Russia,High amount
5415,145971.15,2024-03-02 22:42:07,22,Russia,Russia,High amount
17733,145970.02,2024-03-05 15:04:21,15,Russia,Russia,High amount
8497,145874.52,2024-03-23 15:27:06,15,Russia,Russia,High amount
25742,145867.73,2024-04-24 04:52:42,4,Russia,Russia,High amount
10115,145808.26,2024-03-07 04:36:13,4,Russia,Russia,High amount
14305,145808.07,2024-12-26 07:41:06,7,Russia,Russia,High amount
761,145786.37,2024-05-18 13:15:42,13,Russia,Russia,High amount
11589,145770.23,2024-11-14 07:02:24,7,Russia,Russia,High amount
4290,145765.76,2024-01-28 05:48:28,5,Russia,Russia,High amount
25703,145733.45,2024-03-19 04:20:03,4,Russia,Бутан,High amount
596,145639.38,2024-04-23 18:15:59,18,Russia,Russia,High amount
9280,145639.13,2024-04-04 11:49:13,11,Russia,Russia,High amount
24032,145635.96,2024-12-12 07:49:53,7,Russia,Russia,High amount
13416,145624.29,2024-01-11 13:12:04,13,Russia,Russia,High amount
22079,145568.64,2024-12-04 19:46:07,19,Russia,Russia,High amount
9696,145552.51,2024-02-14 10:16:40,10,Russia,Russia,High amount
6592,145547.71,2024-04-26 02:12:47,2,Russia,Russia,High amount
10218,145529.27,2024-10-06 16:35:17,16,Russia,Russia,High amount
4619,145505.3,2024-10-03 08:05:50,8,Russia,Russia,High amount
1627,145478.42,2024-11-14 14:00:16,14,Russia,Russia,High amount
4604,145469.28,2024-07-30 19:35:44,19,Russia,Russia,High amount
10439,145466.23,2024-06-26 23:29:32,23,Russia,Russia,High amount
24457,145455.76,2024-12-08 21:17:23,21,Russia,Russia,High amount
8312,145440.96,2024-07-20 08:38:27,8,Russia,Russia,High amount
8470,145396.95,2024-03-05 16:00:15,16,Russia,Russia,High amount
10358,145372.89,2024-09-12 06:01:32,6,Russia,Russia,High amount
20405,145367.39,2024-07-18 19:12:56,19,Russia,Russia,High amount
9469,145317.49,2024-11-11 11:18:50,11,Russia,Венгрия,High amount
13482,145312.91,2024-01-09 06:38:13,6,Russia,Russia,High amount
2046,145245.95,2024-04-22 06:38:56,6,Russia,Russia,High amount
13740,145232.71,2024-08-26 02:12:08,2,Russia,Финляндия,High amount
25515,145221.67,2024-10-20 16:25:09,16,Russia,Russia,High amount
27295,145203.31,2024-07-18 11:17:26,11,Russia,Russia,High amount
14839,145121.28,2024-10-02 10:01:12,10,Russia,Russia,High amount
2958,145106.82,2024-10-27 22:38:25,22,Russia,Финляндия,High amount
23013,145048.76,2024-09-04 20:33:26,20,Russia,Russia,High amount
26113,145021.49,2024-09-22 18:09:36,18,Russia,Russia,High amount
18815,145005.27,2024-08-17 01:25:30,1,Russia,Russia,High amount
29453,145003.15,2024-04-12 03:06:33,3,Russia,Russia,High amount
3841,144999.1,2024-12-20 18:33:31,18,Russia,Russia,High amount
21984,144998.69,2024-01-23 23:08:51,23,Russia,Russia,High amount
83,144942.25,2024-12-01 17:49:07,17,Russia,Russia,High amount
17993,144939.54,2024-03-19 18:44:27,18,Russia,Russia,High amount
19204,144916.37,2024-05-16 08:43:14,8,Russia,Russia,High amount
11287,144869.5,2024-08-28 08:24:56,8,Russia,Russia,High amount
22646,144838.65,2024-08-17 11:49:04,11,Russia,Russia,High amount
10448,144838.14,2024-05-16 21:01:25,21,Russia,Russia,High amount
13184,144781.5,2024-04-15 06:57:53,6,Russia,Russia,High amount
21639,144756.52,2024-08-04 05:21:13,5,Russia,Russia,High amount
9960,144752.22,2024-11-26 17:55:05,17,Russia,Russia,High amount
15634,144744.08,2024-09-25 21:03:57,21,Russia,Russia,High amount
7731,144720.39,2024-11-12 12:18:42,12,Russia,Russia,High amount
6163,144710.27,2024-08-10 11:52:52,11,Russia,Russia,High amount
16335,144676.49,2024-06-13 05:05:48,5,Russia,Russia,High amount
21671,144655.38,2024-01-29 17:18:14,17,Russia,Бутан,High amount
23353,144648.63,2024-04-24 15:23:03,15,Russia,Russia,High amount
22980,144611.28,2024-07-07 13:04:32,13,Russia,Russia,High amount
18163,144572.43,2024-08-11 10:12:29,10,Russia,Russia,High amount
24901,144490.01,2024-05-08 08:37:00,8,Russia,Russia,High amount
14685,144469.67,2024-12-06 01:11:24,1,Russia,Russia,High amount
26799,144363.14,2024-06-14 23:51:36,23,Russia,Russia,High amount
15556,144348.75,2024-06-21 04:41:17,4,Russia,Russia,High amount
6301,144326.82,2024-10-14 00:34:16,0,Russia,Russia,High amount
19614,144319.19,2024-02-09 10:44:27,10,Russia,Russia,High amount
22755,144319.06,2024-04-21 06:09:33,6,Russia,Russia,High amount
3425,144287.16,2024-07-26 20:30:36,20,Russia,Russia,High amount
7945,144282.2,2024-07-17 17:57:35,17,Russia,Russia,High amount
6239,144245.16,2024-05-24 17:02:04,17,Russia,Russia,High amount
12171,144225.17,2024-10-04 18:57:06,18,Russia,Russia,High amount
12060,144218.2,2024-03-29 14:34:02,14,Russia,Russia,High amount
10910,144194.29,2024-05-07 22:10:55,22,Russia,Russia,High amount
2597,144176.03,2024-05-04 21:38:38,21,Russia,Russia,High amount
1409,144140.9,2024-10-07 12:06:59,12,Russia,Russia,High amount
14598,144139.61,2024-06-19 15:17:12,15,Russia,Russia,High amount
22448,144124.53,2024-07-22 19:34:09,19,Russia,Russia,High amount
26158,144102.51,2024-12-30 20:39:39,20,Russia,Russia,High amount
23663,144065.92,2024-12-09 07:37:24,7,Russia,Russia,High amount
18057,144065.9,2024-08-22 02:45:55,2,Russia,Russia,High amount
19846,144060.24,2024-10-11 18:28:36,18,Russia,Russia,High amount
21502,144017.61,2024-03-14 23:36:15,23,Russia,Russia,High amount
3293,143993.25,2024-10-13 21:03:10,21,Russia,Russia,High amount
10045,143978.7,2024-11-02 23:22:40,23,Russia,Russia,High amount
17636,143966.26,2024-08-17 08:16:09,8,Russia,Russia,High amount
6912,143952.52,2024-07-17 04:51:11,4,Russia,Russia,High amount
15573,143934.41,2024-02-27 20:18:06,20,Russia,Russia,High amount
7426,143927.87,2024-11-15 18:29:21,18,Russia,Russia,High amount
7043,143907.94,2024-11-09 08:05:27,8,Russia,Russia,High amount
26027,143882.42,2024-05-31 04:24:35,4,Russia,Russia,High amount
27734,143874.2,2024-09-10 04:11:02,4,Russia,Russia,High amount
7963,143856.56,2024-06-30 16:48:41,16,Russia,Russia,High amount
17952,143821.32,2024-06-21 22:03:42,22,Russia,Russia,High amount
13660,143789.43,2024-11-23 19:17:46,19,Russia,Russia,High amount
5978,143779.59,2024-09-16 08:50:02,8,Russia,Russia,High amount
13600,143766.54,2024-06-16 22:17:36,22,Russia,Russia,High amount
24302,143761.52,2024-11-01 05:34:56,5,Russia,Russia,High amount
26124,143713.28,2024-12-04 19:16:57,19,Russia,Russia,High amount
11009,143697.05,2024-06-22 22:34:01,22,Russia,Russia,High amount
5568,143689.8,2024-03-24 14:24:54,14,Russia,Russia,High amount
23490,143683.58,2024-11-22 02:54:11,2,Russia,Russia,High amount
19202,143644.86,2024-03-04 00:36:16,0,Russia,Russia,High amount
19159,143635.04,2024-01-07 22:13:40,22,Russia,Russia,High amount
29960,143610.82,2024-05-18 12:50:35,12,Russia,Russia,High amount
22960,143610.43,2024-09-09 02:18:20,2,Russia,Russia,High amount
2540,143599.99,2024-09-20 23:08:43,23,Russia,Russia,High amount
9173,143598.85,2024-04-30 02:31:09,2,Russia,Russia,High amount
5288,143576.48,2024-08-08 19:30:09,19,Russia,Russia,High amount
25942,143566.75,2024-07-26 05:33:23,5,Russia,Russia,High amount
25546,143566.0,2024-09-01 12:00:43,12,Russia,Russia,High amount
11877,143552.98,2024-08-09 21:59:37,21,Russia,Russia,High amount
7608,143486.53,2024-06-19 06:24:51,6,Russia,Russia,High amount
4464,143439.33,2024-02-12 22:41:08,22,Russia,Russia,High amount
1035,143426.67,2024-12-06 14:47:01,14,Russia,Russia,High amount
1992,143422.5,2024-08-12 17:18:17,17,Russia,Russia,High amount
24076,143399.07,2024-03-15 11:55:04,11,Russia,Russia,High amount
8127,143395.16,2024-12-08 20:14:52,20,Russia,Russia,High amount
20817,143388.25,2024-05-14 13:25:47,13,Russia,Russia,High amount
4222,143315.9,2024-05-20 05:46:15,5,Russia,Russia,High amount
18018,143307.0,2024-09-17 16:51:36,16,Russia,Russia,High amount
9142,143256.52,2024-10-15 13:41:06,13,Russia,Russia,High amount
18370,143180.3,2024-08-18 16:12:29,16,Russia,Russia,High amount
498,143158.22,2024-09-11 15:30:53,15,Russia,Russia,High amount
2103,143136.53,2024-02-14 00:44:47,0,Russia,Russia,High amount
3979,143126.58,2024-12-05 06:40:53,6,Russia,Russia,High amount
24955,143082.34,2024-07-08 02:11:59,2,Russia,Финляндия,High amount
12400,143073.94,2024-01-13 22:13:47,22,Russia,Russia,High amount
6071,143045.84,2024-11-23 06:18:08,6,Russia,Russia,High amount
17462,143004.73,2024-04-16 17:07:21,17,Russia,Russia,High amount
26479,142976.42,2024-01-17 07:16:09,7,Russia,Russia,High amount
10145,142959.17,2024-05-12 21:06:44,21,Russia,Russia,High amount
4328,142953.85,2024-09-05 18:40:14,18,Russia,Russia,High amount
417,142884.7,2024-03-09 00:01:33,0,Russia,Russia,High amount
22906,142853.65,2024-03-16 00:29:10,0,Russia,Russia,High amount
2114,142838.76,2024-12-12 02:57:37,2,Russia,Russia,High amount
15905,142826.46,2024-12-11 04:43:37,4,Russia,Russia,High amount
8299,142781.02,2024-11-23 07:00:25,7,Russia,Russia,High amount
4860,142775.61,2024-06-28 01:51:29,1,Russia,Бутан,High amount
3947,142765.66,2024-09-17 20:15:13,20,Russia,Russia,High amount
9253,142756.69,2024-07-23 22:42:45,22,Russia,Russia,High amount
25925,142719.5,2024-06-30 10:27:13,10,Russia,Russia,High amount
4361,142630.86,2024-02-11 05:57:43,5,Russia,Russia,High amount
29908,142553.45,2024-10-09 11:24:27,11,Russia,Russia,High amount
12453,142538.28,2024-10-20 12:44:35,12,Russia,Russia,High amount
12679,142503.05,2024-06-08 10:39:09,10,Russia,Russia,High amount
7290,142458.05,2024-10-29 05:58:14,5,Russia,Russia,High amount
29354,142434.42,2024-08-06 23:31:52,23,Russia,Russia,High amount
29603,142403.93,2024-06-09 09:07:55,9,Russia,Russia,High amount
21544,142393.52,2024-04-08 11:29:11,11,Russia,Russia,High amount
23873,142366.02,2024-12-22 12:04:18,12,Russia,Russia,High amount
1801,142339.79,2024-04-11 04:04:33,4,Russia,Russia,High amount
9509,142288.65,2024-09-26 15:06:51,15,Russia,Russia,High amount
6091,142256.41,2024-09-28 19:54:37,19,Russia,Russia,High amount
5109,142250.82,2024-03-14 18:58:04,18,Russia,Russia,High amount
19447,142210.18,2024-01-14 17:19:11,17,Russia,Russia,High amount
29706,142115.0,2024-09-01 00:11:07,0,Russia,Russia,High amount
23731,142111.37,2024-07-30 10:58:27,10,Russia,Russia,High amount
5564,142101.92,2024-12-12 11:37:22,11,Russia,Russia,High amount
28845,142084.42,2024-08-29 02:17:58,2,Russia,Russia,High amount
22963,142071.67,2024-11-08 01:13:33,1,Russia,Russia,High amount
20721,142034.56,2024-02-06 13:27:47,13,Russia,Russia,High amount
13293,141953.87,2024-01-12 12:43:10,12,Russia,Russia,High amount
2852,141943.56,2024-05-29 09:33:44,9,Russia,Russia,High amount
15074,141928.55,2024-10-24 08:41:56,8,Russia,Russia,High amount
7432,141912.41,2024-08-13 03:19:28,3,Russia,Russia,High amount
28237,141895.66,2024-04-24 13:49:40,13,Russia,Russia,High amount
16237,141885.73,2024-09-17 02:16:14,2,Russia,Russia,High amount
24851,141883.88,2024-05-12 16:42:49,16,Russia,Russia,High amount
21484,141877.77,2024-10-09 02:54:17,2,Russia,Russia,High amount
22959,141860.61,2024-04-29 07:02:34,7,Russia,Russia,High amount
19832,141838.56,2024-01-27 02:29:58,2,Russia,Russia,High amount
13224,141813.27,2024-05-10 07:46:16,7,Russia,Russia,High amount
25291,141809.27,2024-07-01 00:12:14,0,Russia,Russia,High amount
3973,141797.02,2024-11-02 07:22:17,7,Russia,Russia,High amount
1483,141616.95,2024-12-04 04:05:51,4,Russia,Russia,High amount
28015,141606.15,2024-07-19 05:27:53,5,Russia,Russia,High amount
14922,141595.57,2024-10-12 00:04:11,0,Russia,Russia,High amount
20119,141593.62,2024-05-07 17:35:40,17,Russia,Russia,High amount
8896,141592.06,2024-03-27 02:32:19,2,Russia,Russia,High amount
22265,141549.6,2024-03-23 08:24:44,8,Russia,Russia,High amount
24186,141532.85,2024-12-18 21:54:33,21,Russia,Russia,High amount
3228,141531.59,2024-07-04 03:37:49,3,Russia,Финляндия,High amount
6989,141526.31,2024-10-09 03:35:41,3,Russia,Russia,High amount
8291,141525.02,2024-05-10 07:56:06,7,Russia,Russia,High amount
13289,141490.36,2024-08-09 07:25:39,7,Russia,Russia,High amount
27009,141448.11,2024-07-19 14:11:01,14,Russia,Russia,High amount
2550,141425.27,2024-10-25 22:50:45,22,Russia,Russia,High amount
19015,141400.42,2024-10-28 13:22:26,13,Russia,Russia,High amount
12989,141399.73,2024-05-29 19:39:50,19,Russia,Russia,High amount
28581,141395.91,2024-01-07 20:00:43,20,Russia,Russia,High amount
26662,141392.23,2024-02-29 05:48:16,5,Russia,Russia,High amount
10404,141386.84,2024-06-26 17:57:12,17,Russia,Russia,High amount
12257,141379.89,2024-09-30 06:29:36,6,Russia,Венгрия,High amount
9642,141345.95,2024-11-13 22:31:01,22,Russia,Russia,High amount
28790,141342.02,2024-03-21 03:55:30,3,Russia,Джибути,High amount
